20201223,杨浦,控江路,满五唯一 交通便利 商圈成熟 环境优美房主自荐,178万,1室1厅 | 33.82平米 | 南 | 简装 | 中楼层(共5层) | 1988年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_Pe2rGWNZx_1.jpg.296x216.jpg
20201223,杨浦,控江路,中低楼层 采购无遮挡 配套完善 出行便利,590万,1室1厅 | 61.34平米 | 南 | 简装 | 低楼层(共21层) | 2005年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_jCCHPlUkP_1.jpg.296x216.jpg
20201223,杨浦,控江路,自带30平花园+楼层有垫高+采光好+看房方便,650万,1室2厅 | 83.7平米 | 南 北 | 精装 | 低楼层(共16层) | 2002年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_dPCyTTDL0_1.jpg.296x216.jpg
20201223,杨浦,控江路,满五唯一+精装修两房+采光无遮挡+产权清晰+房东诚售,289万,2室1厅 | 50.81平米 | 南 | 精装 | 高楼层(共6层) | 1974年建 | 板楼,http://image1.ljcdn.com/310000-inspection/test-97dd47ea-78ec-4883-990f-505a651dd027.png.296x216.jpg
20201223,杨浦,控江路,《中等楼层》《装修好》《交通便利》《诚意出售》,200万,1室1厅 | 37.23平米 | 南 | 精装 | 中楼层(共5层) | 1965年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-7464ede5-953b-4623-ae52-b679bddf4d60.jpg.296x216.jpg
20201223,杨浦,控江路,大运盛城内环内业主诚意出售房型正气房主自荐,840万,2室2厅 | 117.18平米 | 南 | 简装 | 高楼层(共24层) | 2006年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-cb611ae6-4d0e-464d-8e4b-ccf1654a7065.jpg.296x216.jpg
20201223,杨浦,控江路,控二次新小区，户型合理，小区交通便利，离高架远,1100万,3室2厅 | 129.97平米 | 南 | 简装 | 中楼层(共17层) | 2003年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_PYr1AXK2X_1.jpg.296x216.jpg
20201223,杨浦,控江路,控江二村 4室2厅 南 北,890万,4室2厅 | 131.27平米 | 南 北 | 精装 | 高楼层(共5层) | 1999年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_HKre2PQqS_1.jpg.296x216.jpg
20201223,杨浦,控江路,满五唯一，品质中式装修，大金空调+地暖，正对花园,1047万,3室2厅 | 134.31平米 | 南 北 | 精装 | 低楼层(共17层) | 2007年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_dZSxuL1Yf_1.jpg.296x216.jpg
20201223,杨浦,控江路,满五年唯一 房型布局好 朝南一门关  房间比较大比较宽,179万,1室0厅 | 29.58平米 | 南 | 简装 | 高楼层(共5层) | 1988年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_rko2NN86a_1.jpg.296x216.jpg
