20201223,闵行,吴泾,景观楼层采光好，户型双南，楼下公园，天然氧吧房主自荐,210万,2室1厅 | 67平米 | 南 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-eaf031a7-6f32-4086-8b91-74369fc10910.jpg.296x216.jpg
20201223,闵行,吴泾,氯碱小区，满五唯一，双南户型，视野开阔，采光充足,186万,2室1厅 | 57.05平米 | 南 | 简装 | 高楼层(共6层) | 1988年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-d1591d8e-0867-4c3f-ade6-9b311c349d1b.jpg.296x216.jpg
20201223,闵行,吴泾,满五唯一，业主诚心出售，地楼层，楼层位置好,195万,2室1厅 | 55.69平米 | 南 | 简装 | 低楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/9367e53f-727e-437f-960c-e8fb33398358_1000.jpg.296x216.jpg
20201223,闵行,吴泾,好楼层目前在售一房很少，此房小区位置好，户型方正,286万,1室1厅 | 62.68平米 | 南 | 毛坯 | 高楼层(共13层) | 2015年建 | 板楼,http://image1.ljcdn.com/110000-inspection/864f2a5a-ad89-4791-bead-b12dc3a1c482_1000.jpg.296x216.jpg
20201223,闵行,吴泾,万科花园小城 电梯一房两厅 房东自住 诚意出售,270万,1室2厅 | 53平米 | 南 | 精装 | 低楼层(共11层) | 2008年建 | 板楼,http://image1.ljcdn.com/110000-inspection/2519cc0c-3e56-4980-a60c-73d8d75fce0a_1000.jpg.296x216.jpg
20201223,闵行,吴泾,虹梅新苑电梯南北大两房，总价低,323万,3室1厅 | 96.23平米 | 南 | 其他 | 低楼层(共14层) | 2011年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_vW3HKidn2_1.jpg.296x216.jpg
20201223,闵行,吴泾,双南户型，楼层高采光好，诚意出售！,265万,2室1厅 | 77.77平米 | 南 | 简装 | 高楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_BO1DFttRA_1.jpg.296x216.jpg
20201223,闵行,吴泾,满五唯一 朝南 一室户 房东诚意出售,202万,1室1厅 | 58.61平米 | 南 | 简装 | 高楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/33f1e82d-6d64-4ae7-b3bd-3b9c4075bf18_1000.jpg.296x216.jpg
20201223,闵行,吴泾,通海一小区 1室1厅 南,155万,1室1厅 | 46.88平米 | 南 | 简装 | 中楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/407f8f58-4b85-4f36-a2e5-fc98dd5b6697_1000.jpg.296x216.jpg
20201223,闵行,吴泾,位置好 楼层佳 产权清晰干净 无户口,430万,3室2厅 | 94.03平米 | 南 | 精装 | 低楼层(共17层) | 2009年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_yNHePv6bl_1.jpg.296x216.jpg
